2024-06-06 16:06:39.100 | INFO     | agentscope.models:read_model_configs:174 - Load configs for model wrapper: qwen, wanx, gpt-4, InternLM2
2024-06-06 16:06:39.106 | INFO     | agentscope.utils.monitor:_create_monitor_table:341 - Init [monitor_metrics] as the monitor table
2024-06-06 16:06:39.106 | INFO     | agentscope.utils.monitor:_create_monitor_table:342 - Init [monitor_metrics_quota_exceeded] as the monitor trigger
2024-06-06 16:06:39.106 | INFO     | agentscope.utils.monitor:__init__:311 - SqliteMonitor initialization completed at [./runs/run_20240606-160635_klmz1t/agentscope.db]
2024-06-06 16:06:39.110 | INFO     | agentscope.models.model:__init__:257 - Initialize model [InternLM2]
2024-06-06 16:06:39.156 | WARNING  | agentscope.models.openai_model:__init__:83 - fail to get max_length for internlm2: 'Model [internlm2] not found in OPENAI_MAX_LENGTH. The last updated date is 20231212'
2024-06-06 16:06:39.156 | INFO     | agentscope.utils.monitor:register_budget:554 - set budget None to internlm2
2024-06-06 16:06:39.156 | WARNING  | agentscope.utils.monitor:register_budget:584 - Calculate budgets for model [internlm2] is not supported
2024-06-06 16:06:39.157 | INFO     | agentscope.utils.monitor:register:362 - Register metric [internlm2.call_counter] to SqliteMonitor with unit [times] and quota [None]
2024-06-06 16:06:39.158 | INFO     | agentscope.utils.monitor:register:362 - Register metric [internlm2.prompt_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-06-06 16:06:39.158 | INFO     | agentscope.utils.monitor:register:362 - Register metric [internlm2.completion_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-06-06 16:06:39.159 | INFO     | agentscope.utils.monitor:register:362 - Register metric [internlm2.total_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-06-06 16:06:39.159 | INFO     | agentscope.models.model:__init__:257 - Initialize model [InternLM2]
2024-06-06 16:06:39.205 | WARNING  | agentscope.models.openai_model:__init__:83 - fail to get max_length for internlm2: 'Model [internlm2] not found in OPENAI_MAX_LENGTH. The last updated date is 20231212'
2024-06-06 16:06:39.205 | INFO     | agentscope.utils.monitor:register_budget:554 - set budget None to internlm2
2024-06-06 16:06:39.206 | WARNING  | agentscope.utils.monitor:register_budget:584 - Calculate budgets for model [internlm2] is not supported
2024-06-06 16:06:39.206 | INFO     | agentscope.models.model:__init__:257 - Initialize model [InternLM2]
2024-06-06 16:06:39.251 | WARNING  | agentscope.models.openai_model:__init__:83 - fail to get max_length for internlm2: 'Model [internlm2] not found in OPENAI_MAX_LENGTH. The last updated date is 20231212'
2024-06-06 16:06:39.251 | INFO     | agentscope.utils.monitor:register_budget:554 - set budget None to internlm2
2024-06-06 16:06:39.251 | WARNING  | agentscope.utils.monitor:register_budget:584 - Calculate budgets for model [internlm2] is not supported
2024-06-06 16:06:39.252 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-06-06 16:06:39.252 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.call_counter] to SqliteMonitor with unit [times] and quota [None]
2024-06-06 16:06:39.253 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.prompt_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-06-06 16:06:39.254 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.completion_tokens] to SqliteMonitor with unit [token] and quota [None]
