2024-04-13 07:57:10.083 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx, gpt-4
2024-04-13 07:57:10.084 | INFO     | agentscope.utils.monitor:_create_monitor_table:341 - Init [monitor_metrics] as the monitor table
2024-04-13 07:57:10.084 | INFO     | agentscope.utils.monitor:_create_monitor_table:342 - Init [monitor_metrics_quota_exceeded] as the monitor trigger
2024-04-13 07:57:10.085 | INFO     | agentscope.utils.monitor:__init__:311 - SqliteMonitor initialization completed at [./runs/run_20240413-075707_an2enn/agentscope.db]
2024-04-13 07:57:10.090 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 07:57:10.092 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.call_counter] to SqliteMonitor with unit [times] and quota [None]
2024-04-13 07:57:10.093 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.prompt_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-13 07:57:10.094 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.completion_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-13 07:57:10.095 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.total_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-13 07:57:10.095 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 07:57:10.096 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 07:57:10.096 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 07:57:10.097 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 07:57:10.098 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 07:57:10.105 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 07:57:10.105 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx, gpt-4
2024-04-13 07:57:10.105 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 07:57:10.105 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx, gpt-4
2024-04-13 07:57:12.449 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 07:57:12.449 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 07:57:12.449 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 07:57:12.449 | WARNING  | agentscope.models:read_model_configs:164 - config_name [wanx] already exists.
2024-04-13 07:57:12.449 | WARNING  | agentscope.models:read_model_configs:164 - config_name [wanx] already exists.
