2024-04-05 09:09:56.078 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen
2024-04-05 09:09:56.079 | INFO     | agentscope.utils.monitor:_create_monitor_table:341 - Init [monitor_metrics] as the monitor table
2024-04-05 09:09:56.079 | INFO     | agentscope.utils.monitor:_create_monitor_table:342 - Init [monitor_metrics_quota_exceeded] as the monitor trigger
2024-04-05 09:09:56.080 | INFO     | agentscope.utils.monitor:__init__:311 - SqliteMonitor initialization completed at [./runs/run_20240405-090955_52b4ca/agentscope.db]
2024-04-05 09:09:56.082 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.082 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.call_counter] to SqliteMonitor with unit [times] and quota [None]
2024-04-05 09:09:56.083 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.prompt_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-05 09:09:56.084 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.completion_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-05 09:09:56.085 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.total_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-05 09:09:56.085 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.086 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.087 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.088 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.088 | WARNING  | agentscope.agents.rpc_agent:check_port:284 - gRpc server port is not provided, automatically select [54289] as the port number.
2024-04-05 09:09:56.088 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.089 | WARNING  | agentscope.agents.rpc_agent:check_port:284 - gRpc server port is not provided, automatically select [54290] as the port number.
2024-04-05 09:09:56.089 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.090 | WARNING  | agentscope.agents.rpc_agent:check_port:284 - gRpc server port is not provided, automatically select [54291] as the port number.
2024-04-05 09:09:56.090 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.090 | WARNING  | agentscope.agents.rpc_agent:check_port:284 - gRpc server port is not provided, automatically select [54292] as the port number.
2024-04-05 09:09:56.097 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-05 09:09:56.097 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-05 09:09:56.097 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen
2024-04-05 09:09:56.097 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen
2024-04-05 09:09:56.099 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.099 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.100 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.100 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.222 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-05 09:09:56.222 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-05 09:09:56.222 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen
2024-04-05 09:09:56.222 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen
2024-04-05 09:09:56.222 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-05 09:09:56.222 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen
2024-04-05 09:09:56.223 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.223 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.223 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-05 09:09:56.224 | INFO     | agentscope.agents.rpc_agent:setup_rcp_agent_server:224 - Starting rpc server [DictDialogAgent] at port [54231]...
2024-04-05 09:09:56.224 | INFO     | agentscope.agents.rpc_agent:setup_rcp_agent_server:224 - Starting rpc server [DictDialogAgent] at port [54231]...
2024-04-05 09:09:56.224 | INFO     | agentscope.agents.rpc_agent:setup_rcp_agent_server:224 - Starting rpc server [DictDialogAgent] at port [54231]...
2024-04-05 09:09:56.229 | INFO     | agentscope.agents.rpc_agent:setup_rcp_agent_server:243 - rpc server [DictDialogAgent] at port [54231] started successfully
2024-04-05 09:09:56.229 | INFO     | agentscope.agents.rpc_agent:setup_rcp_agent_server:243 - rpc server [DictDialogAgent] at port [54231] started successfully
2024-04-05 09:09:56.229 | INFO     | agentscope.agents.rpc_agent:setup_rcp_agent_server:243 - rpc server [DictDialogAgent] at port [54231] started successfully
juge: {'词语1': '羽毛球', '词语2': '乒乓球'}
juge: {'词语1': '羽毛球', '词语2': '乒乓球'}
juge: {'词语1': '羽毛球', '词语2': '乒乓球'}
