2024-04-13 07:57:59.104 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx, gpt-4
2024-04-13 07:57:59.106 | INFO     | agentscope.utils.monitor:_create_monitor_table:341 - Init [monitor_metrics] as the monitor table
2024-04-13 07:57:59.106 | INFO     | agentscope.utils.monitor:_create_monitor_table:342 - Init [monitor_metrics_quota_exceeded] as the monitor trigger
2024-04-13 07:57:59.106 | INFO     | agentscope.utils.monitor:__init__:311 - SqliteMonitor initialization completed at [./runs/run_20240413-075756_zggt4r/agentscope.db]
2024-04-13 07:57:59.113 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 07:57:59.113 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.call_counter] to SqliteMonitor with unit [times] and quota [None]
2024-04-13 07:57:59.114 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.prompt_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-13 07:57:59.115 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.completion_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-13 07:57:59.115 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.total_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-04-13 07:57:59.116 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 07:57:59.116 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 07:57:59.117 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 07:57:59.118 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 07:57:59.119 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-04-13 07:57:59.125 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 07:57:59.125 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 07:57:59.126 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx, gpt-4
2024-04-13 07:57:59.126 | INFO     | agentscope.models:read_model_configs:171 - Load configs for model wrapper: qwen, wanx, gpt-4
2024-04-13 07:58:01.688 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 07:58:01.688 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 07:58:01.688 | WARNING  | agentscope.models:read_model_configs:164 - config_name [qwen] already exists.
2024-04-13 07:58:01.689 | WARNING  | agentscope.models:read_model_configs:164 - config_name [wanx] already exists.
2024-04-13 07:58:01.689 | WARNING  | agentscope.models:read_model_configs:164 - config_name [wanx] already exists.
2024-04-13 07:58:01.689 | WARNING  | agentscope.models:read_model_configs:164 - config_name [wanx] already exists.
2024-04-13 07:58:01.689 | WARNING  | agentscope.models:read_model_configs:164 - config_name [gpt-4] already exists.
2024-04-13 07:58:01.689 | WARNING  | agentscope.models:read_model_configs:164 - config_name [gpt-4] already exists.
