2024-06-06 16:21:45.230 | INFO     | agentscope.models:read_model_configs:174 - Load configs for model wrapper: qwen, wanx, gpt-4, InternLM2
2024-06-06 16:21:45.232 | INFO     | agentscope.utils.monitor:_create_monitor_table:341 - Init [monitor_metrics] as the monitor table
2024-06-06 16:21:45.232 | INFO     | agentscope.utils.monitor:_create_monitor_table:342 - Init [monitor_metrics_quota_exceeded] as the monitor trigger
2024-06-06 16:21:45.232 | INFO     | agentscope.utils.monitor:__init__:311 - SqliteMonitor initialization completed at [./runs/run_20240606-162142_qapimu/agentscope.db]
2024-06-06 16:21:45.236 | INFO     | agentscope.models.model:__init__:257 - Initialize model [InternLM2]
2024-06-06 16:21:45.284 | WARNING  | agentscope.models.openai_model:__init__:83 - fail to get max_length for internlm2: 'Model [internlm2] not found in OPENAI_MAX_LENGTH. The last updated date is 20231212'
2024-06-06 16:21:45.284 | INFO     | agentscope.utils.monitor:register_budget:554 - set budget None to internlm2
2024-06-06 16:21:45.284 | WARNING  | agentscope.utils.monitor:register_budget:584 - Calculate budgets for model [internlm2] is not supported
2024-06-06 16:21:45.285 | INFO     | agentscope.utils.monitor:register:362 - Register metric [internlm2.call_counter] to SqliteMonitor with unit [times] and quota [None]
2024-06-06 16:21:45.285 | INFO     | agentscope.utils.monitor:register:362 - Register metric [internlm2.prompt_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-06-06 16:21:45.286 | INFO     | agentscope.utils.monitor:register:362 - Register metric [internlm2.completion_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-06-06 16:21:45.287 | INFO     | agentscope.utils.monitor:register:362 - Register metric [internlm2.total_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-06-06 16:21:45.287 | INFO     | agentscope.models.model:__init__:257 - Initialize model [InternLM2]
2024-06-06 16:21:45.332 | WARNING  | agentscope.models.openai_model:__init__:83 - fail to get max_length for internlm2: 'Model [internlm2] not found in OPENAI_MAX_LENGTH. The last updated date is 20231212'
2024-06-06 16:21:45.332 | INFO     | agentscope.utils.monitor:register_budget:554 - set budget None to internlm2
2024-06-06 16:21:45.332 | WARNING  | agentscope.utils.monitor:register_budget:584 - Calculate budgets for model [internlm2] is not supported
2024-06-06 16:21:45.333 | INFO     | agentscope.models.model:__init__:257 - Initialize model [InternLM2]
2024-06-06 16:21:45.377 | WARNING  | agentscope.models.openai_model:__init__:83 - fail to get max_length for internlm2: 'Model [internlm2] not found in OPENAI_MAX_LENGTH. The last updated date is 20231212'
2024-06-06 16:21:45.377 | INFO     | agentscope.utils.monitor:register_budget:554 - set budget None to internlm2
2024-06-06 16:21:45.377 | WARNING  | agentscope.utils.monitor:register_budget:584 - Calculate budgets for model [internlm2] is not supported
2024-06-06 16:21:45.378 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-06-06 16:21:45.378 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.call_counter] to SqliteMonitor with unit [times] and quota [None]
2024-06-06 16:21:45.379 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.prompt_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-06-06 16:21:45.380 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.completion_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-06-06 16:21:45.380 | INFO     | agentscope.utils.monitor:register:362 - Register metric [qwen-max.total_tokens] to SqliteMonitor with unit [token] and quota [None]
2024-06-06 16:21:45.381 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-06-06 16:21:45.382 | INFO     | agentscope.models.model:__init__:257 - Initialize model [qwen]
2024-06-06 16:21:45.389 | WARNING  | agentscope.models:read_model_configs:167 - config_name [qwen] already exists.
2024-06-06 16:21:45.389 | WARNING  | agentscope.models:read_model_configs:167 - config_name [qwen] already exists.
2024-06-06 16:21:45.389 | INFO     | agentscope.models:read_model_configs:174 - Load configs for model wrapper: qwen, wanx, gpt-4, InternLM2
2024-06-06 16:21:45.389 | INFO     | agentscope.models:read_model_configs:174 - Load configs for model wrapper: qwen, wanx, gpt-4, InternLM2
2024-06-06 16:21:48.919 | WARNING  | agentscope.models:read_model_configs:167 - config_name [qwen] already exists.
